,Date/Time,Lat,Lon,Base,date,month,week,MonthDayNum,HourOfDay,DayOfWeekNum,DayOfWeek,Time,labels,labels_DBSCAN
543343,2014-06-13 05:00:00,40.7531,-73.9741,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,2,0
247844,2014-06-27 05:52:00,40.7768,-73.9512,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
632824,2014-06-27 05:37:00,40.6484,-73.7831,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,4,0
493538,2014-06-06 05:18:00,40.7592,-73.9885,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
193602,2014-06-20 05:08:00,40.7417,-73.9562,B02598,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
74892,2014-06-06 05:44:00,40.7871,-73.9735,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
386442,2014-06-20 05:48:00,40.6486,-73.7831,B02617,2014-06-20,6,25,20,5,5,Friday,Friday-5,4,0
589430,2014-06-20 05:48:00,40.7443,-73.9943,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
493593,2014-06-06 05:38:00,40.7636,-73.9241,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
301047,2014-06-06 05:17:00,40.7108,-74.0068,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,5,0
493650,2014-06-06 05:57:00,40.6947,-73.9972,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,1,0
136033,2014-06-13 05:11:00,40.7054,-74.0071,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
434184,2014-06-27 05:33:00,40.6908,-73.915,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,1,0
632813,2014-06-27 05:33:00,40.7104,-74.0175,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
247779,2014-06-27 05:33:00,40.759,-73.9648,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
493522,2014-06-06 05:08:00,40.6186,-73.9388,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,1,0
193720,2014-06-20 05:56:00,40.7439,-74.0064,B02598,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
136003,2014-06-13 05:01:00,40.6467,-73.7897,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,4,0
74898,2014-06-06 05:46:00,40.6815,-74.0007,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,1,0
589342,2014-06-20 05:12:00,40.7155,-74.0043,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
386355,2014-06-20 05:05:00,40.7156,-74.0112,B02617,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
589368,2014-06-20 05:25:00,40.7561,-73.9727,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
193607,2014-06-20 05:11:00,40.7444,-73.9905,B02598,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
434162,2014-06-27 05:22:00,40.7436,-73.9586,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
386395,2014-06-20 05:24:00,40.7589,-73.996,B02617,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
493539,2014-06-06 05:19:00,40.6448,-73.7824,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,4,0
434124,2014-06-27 05:04:00,40.7239,-73.9964,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
136063,2014-06-13 05:26:00,40.7236,-74.0108,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
434183,2014-06-27 05:32:00,40.7379,-74.0081,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
632789,2014-06-27 05:21:00,40.7609,-73.9945,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
434133,2014-06-27 05:09:00,40.6948,-74.1773,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,3,0
589425,2014-06-20 05:46:00,40.7,-73.914,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,1,0
301078,2014-06-06 05:34:00,40.6482,-73.7827,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,4,0
632862,2014-06-27 05:50:00,40.6412,-73.9625,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,1,0
247852,2014-06-27 05:53:00,40.7898,-73.9756,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
632757,2014-06-27 05:04:00,40.7708,-73.9496,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
589382,2014-06-20 05:31:00,40.7972,-73.9698,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
74872,2014-06-06 05:36:00,40.7448,-73.9888,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,5,0
247834,2014-06-27 05:49:00,40.724,-74.0089,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
74882,2014-06-06 05:40:00,40.7436,-73.8976,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,0,0
589330,2014-06-20 05:05:00,40.7081,-74.0135,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
434227,2014-06-27 05:52:00,40.7102,-74.0076,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
493543,2014-06-06 05:19:00,40.6463,-73.777,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,4,0
493528,2014-06-06 05:11:00,40.7714,-73.9585,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
632838,2014-06-27 05:42:00,40.6449,-73.7823,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,4,0
136035,2014-06-13 05:13:00,40.705,-74.0076,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
493618,2014-06-06 05:46:00,40.7595,-73.9605,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
247751,2014-06-27 05:22:00,40.6468,-73.7894,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,4,0
301101,2014-06-06 05:49:00,40.7806,-73.984,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
136041,2014-06-13 05:15:00,40.7319,-74.0008,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
632840,2014-06-27 05:43:00,40.7327,-74.002,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
543454,2014-06-13 05:41:00,40.7698,-73.9587,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,2,0
247767,2014-06-27 05:29:00,40.7685,-73.9891,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
247716,2014-06-27 05:07:00,40.7848,-73.9486,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
493556,2014-06-06 05:24:00,40.6943,-73.9833,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,1,0
193588,2014-06-20 05:00:00,40.7613,-73.968,B02598,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
136136,2014-06-13 05:47:00,40.7281,-73.9958,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
22174,2014-06-20 05:51:00,40.7789,-73.9826,B02512,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
543442,2014-06-13 05:39:00,40.7304,-73.9937,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
434131,2014-06-27 05:07:00,40.7551,-73.965,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
301068,2014-06-06 05:29:00,40.7584,-73.9745,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
342632,2014-06-13 05:09:00,40.7438,-73.9856,B02617,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
74859,2014-06-06 05:30:00,40.7681,-73.9848,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
589396,2014-06-20 05:37:00,40.774,-73.8721,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,0,0
136167,2014-06-13 05:56:00,40.6755,-73.9678,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,1,0
301119,2014-06-06 05:55:00,40.8362,-73.9421,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,0,0
493562,2014-06-06 05:27:00,40.6695,-73.9801,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,1,0
193640,2014-06-20 05:25:00,40.6827,-73.9981,B02598,2014-06-20,6,25,20,5,5,Friday,Friday-5,1,0
632865,2014-06-27 05:51:00,40.733,-73.9959,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
22165,2014-06-20 05:33:00,40.7442,-73.9803,B02512,2014-06-20,6,25,20,5,5,Friday,Friday-5,5,0
301037,2014-06-06 05:03:00,40.7616,-73.9831,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
632858,2014-06-27 05:48:00,40.7174,-73.9585,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,1,0
589419,2014-06-20 05:44:00,40.6998,-73.9056,B02682,2014-06-20,6,25,20,5,5,Friday,Friday-5,1,0
386383,2014-06-20 05:19:00,40.7552,-73.993,B02617,2014-06-20,6,25,20,5,5,Friday,Friday-5,2,0
543501,2014-06-13 05:52:00,40.7238,-74.0058,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
74842,2014-06-06 05:25:00,40.721,-73.8383,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,0,0
543357,2014-06-13 05:07:00,40.7358,-73.9856,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
543393,2014-06-13 05:22:00,40.6446,-73.7818,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,4,0
493503,2014-06-06 05:00:00,40.7671,-73.9565,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
543430,2014-06-13 05:35:00,40.7327,-73.9849,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
136067,2014-06-13 05:27:00,40.6448,-73.7818,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,4,0
342685,2014-06-13 05:35:00,40.7249,-73.8128,B02617,2014-06-13,6,24,13,5,5,Friday,Friday-5,4,0
632814,2014-06-27 05:33:00,40.7576,-73.9889,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
493625,2014-06-06 05:48:00,40.6484,-73.7831,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,4,0
493643,2014-06-06 05:54:00,40.7451,-73.9769,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,2,0
247718,2014-06-27 05:08:00,40.7928,-73.9673,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
136105,2014-06-13 05:41:00,40.7097,-74.0073,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,5,0
342677,2014-06-13 05:30:00,40.7321,-73.9566,B02617,2014-06-13,6,24,13,5,5,Friday,Friday-5,2,0
543515,2014-06-13 05:58:00,40.6446,-73.7824,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,4,0
136112,2014-06-13 05:42:00,40.6809,-73.9346,B02598,2014-06-13,6,24,13,5,5,Friday,Friday-5,1,0
301088,2014-06-06 05:42:00,40.7224,-73.9961,B02617,2014-06-06,6,23,6,5,5,Friday,Friday-5,5,0
247720,2014-06-27 05:08:00,40.7743,-73.989,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,2,0
632800,2014-06-27 05:27:00,40.7283,-73.9871,B02682,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
434229,2014-06-27 05:53:00,40.6449,-73.7821,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,4,0
434216,2014-06-27 05:47:00,40.7525,-73.993,B02617,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
493590,2014-06-06 05:37:00,40.7347,-73.9846,B02682,2014-06-06,6,23,6,5,5,Friday,Friday-5,5,0
247799,2014-06-27 05:39:00,40.7332,-74.0007,B02598,2014-06-27,6,26,27,5,5,Friday,Friday-5,5,0
543484,2014-06-13 05:47:00,40.6963,-73.9833,B02682,2014-06-13,6,24,13,5,5,Friday,Friday-5,1,0
74873,2014-06-06 05:37:00,40.7542,-73.9943,B02598,2014-06-06,6,23,6,5,5,Friday,Friday-5,5,0
136482,2014-06-13 06:50:00,40.6782,-73.9993,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,1,0
75111,2014-06-06 06:38:00,40.7378,-73.984,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
493794,2014-06-06 06:31:00,40.7316,-74.0015,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
136531,2014-06-13 06:57:00,40.7686,-73.9497,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
589464,2014-06-20 06:00:00,40.7073,-74.0096,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
434257,2014-06-27 06:02:00,40.7442,-73.9857,B02617,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
75194,2014-06-06 06:51:00,40.7302,-73.9897,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
342920,2014-06-13 06:46:00,40.6747,-73.9741,B02617,2014-06-13,6,24,13,6,5,Friday,Friday-6,1,0
543761,2014-06-13 06:45:00,40.72,-74.0,B02682,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
22197,2014-06-20 06:39:00,40.7419,-74.004,B02512,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
248111,2014-06-27 06:58:00,40.6447,-73.7824,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,4,0
589526,2014-06-20 06:20:00,40.723,-73.9837,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
136200,2014-06-13 06:04:00,40.7232,-73.9913,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
493879,2014-06-06 06:45:00,40.7817,-73.9811,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
589537,2014-06-20 06:22:00,40.7477,-73.9824,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
74972,2014-06-06 06:11:00,40.6656,-73.9909,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
248073,2014-06-27 06:51:00,40.7196,-73.9978,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
434338,2014-06-27 06:24:00,40.7454,-73.991,B02617,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
248086,2014-06-27 06:54:00,40.9397,-73.7832,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,0,0
74973,2014-06-06 06:11:00,40.6449,-73.7823,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,4,0
434434,2014-06-27 06:44:00,40.7428,-73.9947,B02617,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
247911,2014-06-27 06:15:00,40.783,-73.9748,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,2,0
136242,2014-06-13 06:12:00,40.7709,-73.9592,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
386559,2014-06-20 06:26:00,40.7209,-74.0041,B02617,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
75086,2014-06-06 06:35:00,40.7324,-73.9768,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
493781,2014-06-06 06:29:00,40.645,-73.7819,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,4,0
589575,2014-06-20 06:29:00,40.7242,-73.9792,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
493788,2014-06-06 06:30:00,40.7301,-73.9865,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
589712,2014-06-20 06:57:00,40.7137,-74.0117,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
74966,2014-06-06 06:10:00,40.7837,-73.9525,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
589554,2014-06-20 06:25:00,40.7202,-73.996,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
493844,2014-06-06 06:41:00,40.7442,-73.9724,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
301241,2014-06-06 06:42:00,40.8867,-73.9128,B02617,2014-06-06,6,23,6,6,5,Friday,Friday-6,0,0
434414,2014-06-27 06:41:00,40.7326,-73.9931,B02617,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
386662,2014-06-20 06:52:00,40.7759,-73.9761,B02617,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
14257,2014-06-13 06:55:00,40.747,-73.9871,B02512,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
247871,2014-06-27 06:01:00,40.7159,-74.0097,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
136408,2014-06-13 06:39:00,40.7529,-73.9652,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
342843,2014-06-13 06:29:00,40.7307,-73.9956,B02617,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
543752,2014-06-13 06:44:00,40.7542,-73.9942,B02682,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
75148,2014-06-06 06:45:00,40.7457,-73.9802,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
75000,2014-06-06 06:17:00,40.7212,-73.9563,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
136251,2014-06-13 06:12:00,40.6644,-73.98,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,1,0
543772,2014-06-13 06:48:00,40.761,-73.9754,B02682,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
248085,2014-06-27 06:54:00,40.7759,-73.9531,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,2,0
543731,2014-06-13 06:41:00,40.7171,-74.0023,B02682,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
342926,2014-06-13 06:47:00,40.7397,-74.0022,B02617,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
493805,2014-06-06 06:33:00,40.7453,-73.9925,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
75059,2014-06-06 06:29:00,40.6881,-73.9749,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
386551,2014-06-20 06:23:00,40.7348,-74.0101,B02617,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
75015,2014-06-06 06:20:00,40.6739,-73.8503,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,4,0
136214,2014-06-13 06:06:00,40.7801,-73.979,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
632992,2014-06-27 06:29:00,40.7309,-73.9896,B02682,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
543602,2014-06-13 06:19:00,40.6968,-73.9832,B02682,2014-06-13,6,24,13,6,5,Friday,Friday-6,1,0
75005,2014-06-06 06:18:00,40.7152,-73.9899,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
493750,2014-06-06 06:22:00,40.7383,-73.9736,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
136234,2014-06-13 06:10:00,40.7211,-74.0011,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
75155,2014-06-06 06:46:00,40.7593,-73.9948,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
136466,2014-06-13 06:46:00,40.727,-73.9888,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
301281,2014-06-06 06:54:00,40.7947,-73.9697,B02617,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
248108,2014-06-27 06:58:00,40.7373,-73.9988,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
386645,2014-06-20 06:46:00,40.7421,-74.0041,B02617,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
633014,2014-06-27 06:33:00,40.7381,-74.0086,B02682,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
136352,2014-06-13 06:30:00,40.738,-73.9964,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
632938,2014-06-27 06:15:00,40.7096,-74.0156,B02682,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
136311,2014-06-13 06:24:00,40.7412,-74.002,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
75017,2014-06-06 06:21:00,40.7292,-74.0043,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
342906,2014-06-13 06:44:00,40.7811,-73.9761,B02617,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
493886,2014-06-06 06:47:00,40.6915,-73.9587,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
493780,2014-06-06 06:29:00,40.7133,-73.9621,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
589724,2014-06-20 06:59:00,40.7272,-73.9899,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
193795,2014-06-20 06:18:00,40.7288,-73.9994,B02598,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
14232,2014-06-13 06:32:00,40.7362,-73.9982,B02512,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
493820,2014-06-06 06:36:00,40.7745,-73.9816,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
193879,2014-06-20 06:39:00,40.7415,-74.0007,B02598,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
434476,2014-06-27 06:56:00,40.7639,-73.9785,B02617,2014-06-27,6,26,27,6,5,Friday,Friday-6,2,0
247958,2014-06-27 06:28:00,40.7578,-73.9913,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,2,0
248094,2014-06-27 06:56:00,40.7361,-73.9857,B02598,2014-06-27,6,26,27,6,5,Friday,Friday-6,5,0
22177,2014-06-20 06:02:00,40.7622,-73.9819,B02512,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
75044,2014-06-06 06:25:00,40.7195,-73.9848,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
136437,2014-06-13 06:43:00,40.6148,-73.9565,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,1,0
193974,2014-06-20 06:58:00,40.7316,-74.0014,B02598,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
493919,2014-06-06 06:53:00,40.7208,-73.9852,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
386562,2014-06-20 06:28:00,40.7754,-73.9619,B02617,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
75180,2014-06-06 06:49:00,40.6792,-73.9974,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
193860,2014-06-20 06:34:00,40.7218,-74.0045,B02598,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
193935,2014-06-20 06:49:00,40.7791,-73.9558,B02598,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
633009,2014-06-27 06:32:00,40.7075,-73.9493,B02682,2014-06-27,6,26,27,6,5,Friday,Friday-6,1,0
75056,2014-06-06 06:28:00,40.6751,-73.9782,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,1,0
589615,2014-06-20 06:39:00,40.7234,-73.9763,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,5,0
632900,2014-06-27 06:05:00,40.7444,-73.975,B02682,2014-06-27,6,26,27,6,5,Friday,Friday-6,2,0
386674,2014-06-20 06:54:00,40.7691,-73.9929,B02617,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
193791,2014-06-20 06:18:00,40.7434,-73.9748,B02598,2014-06-20,6,25,20,6,5,Friday,Friday-6,2,0
633130,2014-06-27 06:59:00,40.7771,-73.9778,B02682,2014-06-27,6,26,27,6,5,Friday,Friday-6,2,0
342821,2014-06-13 06:22:00,40.7231,-74.0026,B02617,2014-06-13,6,24,13,6,5,Friday,Friday-6,5,0
136376,2014-06-13 06:34:00,40.7628,-73.9821,B02598,2014-06-13,6,24,13,6,5,Friday,Friday-6,2,0
493703,2014-06-06 06:10:00,40.7554,-73.9925,B02682,2014-06-06,6,23,6,6,5,Friday,Friday-6,2,0
543678,2014-06-13 06:33:00,40.6939,-74.1767,B02682,2014-06-13,6,24,13,6,5,Friday,Friday-6,3,0
589656,2014-06-20 06:47:00,40.6961,-73.9694,B02682,2014-06-20,6,25,20,6,5,Friday,Friday-6,1,0
74993,2014-06-06 06:16:00,40.7229,-74.0105,B02598,2014-06-06,6,23,6,6,5,Friday,Friday-6,5,0
343054,2014-06-13 07:07:00,40.8026,-73.9337,B02617,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
75583,2014-06-06 07:46:00,40.8167,-73.9526,B02598,2014-06-06,6,23,6,7,5,Friday,Friday-7,2,0
136824,2014-06-13 07:29:00,40.7073,-74.0028,B02598,2014-06-13,6,24,13,7,5,Friday,Friday-7,5,0
248545,2014-06-27 07:55:00,40.7172,-74.0038,B02598,2014-06-27,6,26,27,7,5,Friday,Friday-7,5,0
194134,2014-06-20 07:25:00,40.7219,-74.0041,B02598,2014-06-20,6,25,20,7,5,Friday,Friday-7,5,0
386747,2014-06-20 07:09:00,40.7545,-73.9928,B02617,2014-06-20,6,25,20,7,5,Friday,Friday-7,2,0
589864,2014-06-20 07:27:00,40.7217,-73.9946,B02682,2014-06-20,6,25,20,7,5,Friday,Friday-7,5,0
248132,2014-06-27 07:02:00,40.7751,-73.9909,B02598,2014-06-27,6,26,27,7,5,Friday,Friday-7,2,0
136859,2014-06-13 07:34:00,40.7587,-73.9615,B02598,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
589982,2014-06-20 07:46:00,40.6865,-73.9876,B02682,2014-06-20,6,25,20,7,5,Friday,Friday-7,1,0
29068,2014-06-27 07:04:00,40.7572,-73.9895,B02512,2014-06-27,6,26,27,7,5,Friday,Friday-7,2,0
386792,2014-06-20 07:16:00,40.7624,-73.9828,B02617,2014-06-20,6,25,20,7,5,Friday,Friday-7,2,0
75521,2014-06-06 07:37:00,40.7409,-73.9975,B02598,2014-06-06,6,23,6,7,5,Friday,Friday-7,5,0
248171,2014-06-27 07:07:00,40.6899,-73.9907,B02598,2014-06-27,6,26,27,7,5,Friday,Friday-7,1,0
248227,2014-06-27 07:15:00,40.7677,-73.9579,B02598,2014-06-27,6,26,27,7,5,Friday,Friday-7,2,0
544001,2014-06-13 07:16:00,40.7644,-73.9834,B02682,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
75333,2014-06-06 07:13:00,40.7215,-74.002,B02598,2014-06-06,6,23,6,7,5,Friday,Friday-7,5,0
248547,2014-06-27 07:55:00,40.7067,-74.0158,B02598,2014-06-27,6,26,27,7,5,Friday,Friday-7,5,0
136647,2014-06-13 07:10:00,40.7624,-73.959,B02598,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
301535,2014-06-06 07:53:00,40.7524,-74.0073,B02617,2014-06-06,6,23,6,7,5,Friday,Friday-7,5,0
544367,2014-06-13 07:57:00,40.7673,-73.953,B02682,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
343210,2014-06-13 07:31:00,40.7653,-73.9548,B02617,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
343217,2014-06-13 07:31:00,40.6831,-73.9811,B02617,2014-06-13,6,24,13,7,5,Friday,Friday-7,1,0
136672,2014-06-13 07:14:00,40.7277,-74.0037,B02598,2014-06-13,6,24,13,7,5,Friday,Friday-7,5,0
248316,2014-06-27 07:27:00,40.7913,-73.9778,B02598,2014-06-27,6,26,27,7,5,Friday,Friday-7,2,0
136679,2014-06-13 07:14:00,40.7438,-73.9186,B02598,2014-06-13,6,24,13,7,5,Friday,Friday-7,2,0
