,Date/Time,Lat,Lon,Base,date,month,week,MonthDayNum,HourOfDay,DayOfWeekNum,DayOfWeek,Time,labels,labels_DBSCAN
431970,2014-06-26 20:49:00,40.7369,-73.9789,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
383881,2014-06-19 20:07:00,40.7019,-74.0124,B02617,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
71824,2014-06-05 20:00:00,40.7192,-74.0087,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
71974,2014-06-05 20:14:00,40.7187,-73.9947,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
431759,2014-06-26 20:30:00,40.7706,-73.8652,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,0,0
540993,2014-06-12 20:27:00,40.7738,-73.8721,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,0,0
244750,2014-06-26 20:02:00,40.6815,-73.9745,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,1,0
191272,2014-06-19 20:57:00,40.7406,-73.9868,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
5541,2014-06-05 20:24:00,40.7647,-73.9775,B02512,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
432093,2014-06-26 20:59:00,40.7553,-73.9755,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
5513,2014-06-05 20:02:00,40.7579,-73.9623,B02512,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
630577,2014-06-26 20:11:00,40.7642,-73.9543,B02682,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
245324,2014-06-26 20:52:00,40.7276,-74.0032,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
587450,2014-06-19 20:50:00,40.7395,-73.9911,B02682,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
431699,2014-06-26 20:25:00,40.6456,-73.7869,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,4,0
245095,2014-06-26 20:35:00,40.7435,-73.9841,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
540991,2014-06-12 20:27:00,40.7761,-73.9554,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
586959,2014-06-19 20:05:00,40.7498,-74.0034,B02682,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
72489,2014-06-05 20:59:00,40.7228,-73.9969,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
299245,2014-06-05 20:23:00,40.7303,-74.0003,B02617,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
431621,2014-06-26 20:18:00,40.7281,-74.064,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
662853,2014-06-26 20:19:00,40.7514,-73.9835,B02764,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
384493,2014-06-19 20:57:00,40.7327,-73.9877,B02617,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
340190,2014-06-12 20:06:00,40.745,-73.989,B02617,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,5,0
491282,2014-06-05 20:14:00,40.7648,-73.9621,B02682,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
340593,2014-06-12 20:49:00,40.6851,-73.9662,B02617,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,1,0
72330,2014-06-05 20:46:00,40.774,-73.872,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,0,0
384378,2014-06-19 20:48:00,40.7226,-73.9879,B02617,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
133430,2014-06-12 20:53:00,40.7175,-74.009,B02598,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,5,0
72262,2014-06-05 20:39:00,40.7567,-73.9821,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
5551,2014-06-05 20:33:00,40.7199,-74.0026,B02512,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
191250,2014-06-19 20:55:00,40.7444,-73.9802,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
71846,2014-06-05 20:02:00,40.749,-73.9729,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
190972,2014-06-19 20:38:00,40.7629,-73.9697,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,2,0
299175,2014-06-05 20:10:00,40.7759,-73.9633,B02617,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
541166,2014-06-12 20:42:00,40.7333,-73.9969,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,5,0
190444,2014-06-19 20:03:00,40.7432,-73.9956,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
540744,2014-06-12 20:02:00,40.7781,-73.9456,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
133039,2014-06-12 20:22:00,40.7661,-73.9658,B02598,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
340474,2014-06-12 20:36:00,40.7378,-73.9965,B02617,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,5,0
245236,2014-06-26 20:46:00,40.7559,-73.9833,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
132992,2014-06-12 20:19:00,40.7463,-74.0083,B02598,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,5,0
630600,2014-06-26 20:13:00,40.724,-74.0033,B02682,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
431715,2014-06-26 20:26:00,40.7555,-73.9873,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
587221,2014-06-19 20:30:00,40.7301,-73.9977,B02682,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
190660,2014-06-19 20:16:00,40.7487,-73.976,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,2,0
71998,2014-06-05 20:16:00,40.7504,-73.987,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
541218,2014-06-12 20:48:00,40.7699,-73.8642,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,0,0
190756,2014-06-19 20:22:00,40.7321,-73.9864,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
245291,2014-06-26 20:50:00,40.7542,-73.9884,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
432075,2014-06-26 20:58:00,40.7704,-73.8654,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,0,0
71986,2014-06-05 20:15:00,40.7148,-74.0087,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
630938,2014-06-26 20:50:00,40.743,-74.0076,B02682,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
133193,2014-06-12 20:36:00,40.7599,-73.9728,B02598,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
72260,2014-06-05 20:39:00,40.7326,-74.0049,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
72265,2014-06-05 20:40:00,40.742,-73.9849,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
491546,2014-06-05 20:45:00,40.731,-74.0013,B02682,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
431547,2014-06-26 20:10:00,40.7438,-74.0071,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
191236,2014-06-19 20:54:00,40.7306,-73.9905,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
541228,2014-06-12 20:48:00,40.7027,-73.9811,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,1,0
630819,2014-06-26 20:39:00,40.7613,-73.9836,B02682,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
13765,2014-06-12 20:07:00,40.7249,-73.9535,B02512,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,1,0
190540,2014-06-19 20:08:00,40.7618,-73.9751,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,2,0
299377,2014-06-05 20:40:00,40.7761,-73.9571,B02617,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
631025,2014-06-26 20:59:00,40.7199,-73.9833,B02682,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
72456,2014-06-05 20:57:00,40.7261,-73.9835,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,5,0
384488,2014-06-19 20:56:00,40.7196,-73.991,B02617,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
340634,2014-06-12 20:52:00,40.7754,-73.9628,B02617,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
132972,2014-06-12 20:17:00,40.7547,-73.9779,B02598,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
541257,2014-06-12 20:52:00,40.7402,-73.9906,B02682,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,5,0
71912,2014-06-05 20:09:00,40.7447,-73.9796,B02598,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
245287,2014-06-26 20:50:00,40.7053,-74.0076,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,5,0
587220,2014-06-19 20:30:00,40.7602,-73.9202,B02682,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,2,0
431861,2014-06-26 20:39:00,40.7588,-73.9922,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
384099,2014-06-19 20:25:00,40.727,-73.9889,B02617,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
431869,2014-06-26 20:40:00,40.7634,-73.9794,B02617,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
133106,2014-06-12 20:29:00,40.7969,-73.9488,B02598,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
190411,2014-06-19 20:00:00,40.7387,-73.9898,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
384187,2014-06-19 20:31:00,40.7627,-73.9655,B02617,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,2,0
340460,2014-06-12 20:34:00,40.755,-73.9835,B02617,2014-06-12,6,24,12,20,4,Thursday,Thursday-20,2,0
245329,2014-06-26 20:53:00,40.7577,-73.9818,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
587381,2014-06-19 20:44:00,40.7731,-73.9461,B02682,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,2,0
191314,2014-06-19 20:59:00,40.7328,-73.9861,B02598,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
587241,2014-06-19 20:31:00,40.7263,-74.0004,B02682,2014-06-19,6,25,19,20,4,Thursday,Thursday-20,5,0
630714,2014-06-26 20:26:00,40.7649,-73.9787,B02682,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
244835,2014-06-26 20:10:00,40.7566,-73.97,B02598,2014-06-26,6,26,26,20,4,Thursday,Thursday-20,2,0
299218,2014-06-05 20:18:00,40.7623,-73.9725,B02617,2014-06-05,6,23,5,20,4,Thursday,Thursday-20,2,0
432181,2014-06-26 21:07:00,40.7421,-73.9854,B02617,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
28759,2014-06-26 21:12:00,40.7854,-73.9574,B02512,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,2,0
299576,2014-06-05 21:05:00,40.752,-73.9757,B02617,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,2,0
191461,2014-06-19 21:11:00,40.7735,-73.871,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,0,0
491973,2014-06-05 21:30:00,40.7682,-73.9855,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,2,0
631571,2014-06-26 21:57:00,40.7344,-74.0062,B02682,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
340946,2014-06-12 21:26:00,40.7485,-73.9569,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
341220,2014-06-12 21:57:00,40.7218,-73.9582,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,1,0
191829,2014-06-19 21:38:00,40.744,-74.0067,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
587622,2014-06-19 21:06:00,40.788,-73.9711,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
73138,2014-06-05 21:49:00,40.7618,-73.9824,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,2,0
587750,2014-06-19 21:20:00,40.7725,-73.9671,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
191332,2014-06-19 21:00:00,40.7396,-74.0063,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
541778,2014-06-12 21:48:00,40.7642,-73.9989,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
341181,2014-06-12 21:53:00,40.7453,-73.9738,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
631084,2014-06-26 21:04:00,40.7301,-73.9995,B02682,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
191778,2014-06-19 21:35:00,40.7492,-73.9805,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
631367,2014-06-26 21:33:00,40.7054,-74.0051,B02682,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
5657,2014-06-05 21:40:00,40.6878,-74.1821,B02512,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,3,0
541857,2014-06-12 21:55:00,40.7632,-73.9967,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
541730,2014-06-12 21:42:00,40.7367,-73.989,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
245771,2014-06-26 21:28:00,40.7417,-74.0072,B02598,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
246002,2014-06-26 21:47:00,40.7404,-74.0058,B02598,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
541680,2014-06-12 21:36:00,40.7561,-74.0281,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
73124,2014-06-05 21:48:00,40.751,-73.9943,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
133687,2014-06-12 21:13:00,40.7612,-73.9795,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
384780,2014-06-19 21:23:00,40.6894,-73.9925,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,1,0
134178,2014-06-12 21:55:00,40.7224,-74.0037,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
587834,2014-06-19 21:28:00,40.7862,-73.9515,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
587770,2014-06-19 21:22:00,40.7394,-73.991,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
432170,2014-06-26 21:06:00,40.7414,-74.0082,B02617,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
541479,2014-06-12 21:14:00,40.7274,-74.001,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
191646,2014-06-19 21:24:00,40.7767,-73.9528,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
28740,2014-06-26 21:03:00,40.7291,-73.9886,B02512,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
5629,2014-06-05 21:24:00,40.7515,-73.9762,B02512,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,2,0
541828,2014-06-12 21:52:00,40.7525,-73.9725,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
541878,2014-06-12 21:57:00,40.7416,-73.9933,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
587975,2014-06-19 21:43:00,40.7439,-74.0065,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
299793,2014-06-05 21:32:00,40.7267,-73.9956,B02617,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
541510,2014-06-12 21:18:00,40.7229,-74.0051,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
491997,2014-06-05 21:34:00,40.7256,-73.9841,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
541842,2014-06-12 21:54:00,40.7351,-74.0019,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
72977,2014-06-05 21:37:00,40.7418,-73.9972,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
72661,2014-06-05 21:11:00,40.7405,-73.9961,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
191507,2014-06-19 21:14:00,40.7521,-73.9766,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
299713,2014-06-05 21:21:00,40.7741,-73.8727,B02617,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,0,0
385047,2014-06-19 21:45:00,40.7284,-73.9996,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
492195,2014-06-05 21:52:00,40.7389,-73.9833,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
72820,2014-06-05 21:23:00,40.7418,-73.9873,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
341169,2014-06-12 21:52:00,40.7609,-73.9685,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
192001,2014-06-19 21:50:00,40.7253,-74.0022,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
541476,2014-06-12 21:14:00,40.7602,-73.9735,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
432571,2014-06-26 21:42:00,40.7559,-73.9787,B02617,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,2,0
5610,2014-06-05 21:14:00,40.745,-74.0072,B02512,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
73144,2014-06-05 21:49:00,40.7528,-73.9928,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
384761,2014-06-19 21:21:00,40.7338,-73.9927,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
72616,2014-06-05 21:07:00,40.7447,-73.9912,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
133933,2014-06-12 21:34:00,40.7024,-73.9868,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,1,0
133794,2014-06-12 21:23:00,40.7325,-73.9875,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
191882,2014-06-19 21:42:00,40.7248,-73.9989,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
340742,2014-06-12 21:05:00,40.7573,-73.9802,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
384781,2014-06-19 21:23:00,40.7347,-73.9988,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
587635,2014-06-19 21:08:00,40.7699,-73.8643,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,0,0
299889,2014-06-05 21:43:00,40.7369,-74.0011,B02617,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
134009,2014-06-12 21:42:00,40.7465,-73.9856,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
246060,2014-06-26 21:52:00,40.758,-73.9818,B02598,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,2,0
587740,2014-06-19 21:20:00,40.7587,-73.9776,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
492205,2014-06-05 21:54:00,40.6974,-74.2193,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,3,0
491971,2014-06-05 21:30:00,40.7736,-73.9641,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,2,0
384899,2014-06-19 21:32:00,40.756,-73.9755,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
72909,2014-06-05 21:30:00,40.7275,-74.0013,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
133552,2014-06-12 21:02:00,40.7213,-74.0099,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
246114,2014-06-26 21:57:00,40.7599,-73.9806,B02598,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,2,0
541887,2014-06-12 21:58:00,40.7371,-74.0003,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
191821,2014-06-19 21:37:00,40.7294,-73.987,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
191639,2014-06-19 21:24:00,40.7849,-73.9558,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
341163,2014-06-12 21:52:00,40.7162,-74.0129,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
191810,2014-06-19 21:37:00,40.7528,-73.9779,B02598,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
492193,2014-06-05 21:52:00,40.775,-73.959,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,2,0
385179,2014-06-19 21:58:00,40.7561,-73.9751,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,2,0
28837,2014-06-26 21:55:00,40.7272,-73.9855,B02512,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
341243,2014-06-12 21:59:00,40.6567,-73.9301,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,1,0
72979,2014-06-05 21:38:00,40.7195,-73.9973,B02598,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
340952,2014-06-12 21:27:00,40.7632,-73.9818,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
492199,2014-06-05 21:53:00,40.7061,-74.0089,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
299852,2014-06-05 21:39:00,40.7457,-74.0054,B02617,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,5,0
13926,2014-06-12 21:48:00,40.7269,-73.9915,B02512,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,5,0
245668,2014-06-26 21:18:00,40.7586,-73.9824,B02598,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,2,0
491888,2014-06-05 21:21:00,40.6449,-73.7822,B02682,2014-06-05,6,23,5,21,4,Thursday,Thursday-21,4,0
541827,2014-06-12 21:52:00,40.7567,-73.9666,B02682,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
340873,2014-06-12 21:19:00,40.7609,-73.9751,B02617,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
432214,2014-06-26 21:10:00,40.7429,-73.9966,B02617,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
245979,2014-06-26 21:45:00,40.7205,-74.0033,B02598,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
385144,2014-06-19 21:54:00,40.7261,-74.0094,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
432461,2014-06-26 21:32:00,40.7624,-73.9854,B02617,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,2,0
385023,2014-06-19 21:43:00,40.7359,-74.0048,B02617,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
134216,2014-06-12 21:58:00,40.7906,-73.9778,B02598,2014-06-12,6,24,12,21,4,Thursday,Thursday-21,2,0
587870,2014-06-19 21:31:00,40.7379,-74.0082,B02682,2014-06-19,6,25,19,21,4,Thursday,Thursday-21,5,0
631044,2014-06-26 21:01:00,40.6994,-73.994,B02682,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,1,0
631230,2014-06-26 21:20:00,40.7218,-74.0097,B02682,2014-06-26,6,26,26,21,4,Thursday,Thursday-21,5,0
300337,2014-06-05 22:41:00,40.7717,-73.9592,B02617,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,2,0
492761,2014-06-05 22:59:00,40.725,-73.9908,B02682,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,5,0
192388,2014-06-19 22:22:00,40.7115,-74.0088,B02598,2014-06-19,6,25,19,22,4,Thursday,Thursday-22,5,0
341695,2014-06-12 22:48:00,40.742,-74.004,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,5,0
432815,2014-06-26 22:06:00,40.727,-74.0046,B02617,2014-06-26,6,26,26,22,4,Thursday,Thursday-22,5,0
192265,2014-06-19 22:11:00,40.7355,-74.0083,B02598,2014-06-19,6,25,19,22,4,Thursday,Thursday-22,5,0
492396,2014-06-05 22:16:00,40.7433,-74.0073,B02682,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,5,0
300157,2014-06-05 22:15:00,40.7363,-73.991,B02617,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,5,0
341541,2014-06-12 22:32:00,40.7524,-73.9822,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,2,0
73866,2014-06-05 22:55:00,40.7586,-73.9829,B02598,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,2,0
341402,2014-06-12 22:15:00,40.7675,-73.9708,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,2,0
192111,2014-06-19 22:00:00,40.7244,-73.9935,B02598,2014-06-19,6,25,19,22,4,Thursday,Thursday-22,5,0
385383,2014-06-19 22:19:00,40.7195,-74.0086,B02617,2014-06-19,6,25,19,22,4,Thursday,Thursday-22,5,0
492673,2014-06-05 22:49:00,40.7241,-73.99,B02682,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,5,0
246243,2014-06-26 22:08:00,40.774,-73.8717,B02598,2014-06-26,6,26,26,22,4,Thursday,Thursday-22,0,0
341410,2014-06-12 22:16:00,40.7741,-73.9546,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,2,0
300158,2014-06-05 22:15:00,40.712,-73.9629,B02617,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,1,0
246378,2014-06-26 22:20:00,40.727,-73.9939,B02598,2014-06-26,6,26,26,22,4,Thursday,Thursday-22,5,0
341368,2014-06-12 22:11:00,40.7599,-73.9845,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,2,0
5693,2014-06-05 22:05:00,40.7569,-73.9819,B02512,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,2,0
73666,2014-06-05 22:36:00,40.775,-73.9586,B02598,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,2,0
631752,2014-06-26 22:19:00,40.7282,-74.0028,B02682,2014-06-26,6,26,26,22,4,Thursday,Thursday-22,5,0
631826,2014-06-26 22:27:00,40.7365,-74.001,B02682,2014-06-26,6,26,26,22,4,Thursday,Thursday-22,5,0
5718,2014-06-05 22:19:00,40.7423,-74.0044,B02512,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,5,0
341427,2014-06-12 22:19:00,40.736,-73.9892,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,5,0
134438,2014-06-12 22:15:00,40.7307,-74.0017,B02598,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,5,0
341414,2014-06-12 22:16:00,40.695,-74.1782,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,3,0
341366,2014-06-12 22:11:00,40.7329,-73.9959,B02617,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,5,0
134923,2014-06-12 22:59:00,40.7544,-73.9868,B02598,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,2,0
542008,2014-06-12 22:10:00,40.7434,-74.0072,B02682,2014-06-12,6,24,12,22,4,Thursday,Thursday-22,5,0
73644,2014-06-05 22:34:00,40.7604,-73.9854,B02598,2014-06-05,6,23,5,22,4,Thursday,Thursday-22,2,0
